Dystans (m),Wysokość (m)
0,6625.02734375
15.270572809611386,6621.19091796875
30.54114561922277,6618.478515625
45.811718428834155,6616.08251953125
61.08229123844554,6614.0029296875
76.35286404805693,6612.2392578125
91.62343685766831,6610.79248046875
106.8940096672797,6610.2158203125
122.16458247689108,6610.06494140625
137.43515528650246,6610.23046875
152.70572809611386,6610.71240234375
167.97630090572525,6611.51025390625
183.24687371533662,6612.625
198.517446524948,6614.0556640625
213.7880193345594,6614.82177734375
229.05859214417077,6615.27392578125
244.32916495378217,6615.50048828125
259.59973776339353,6615.5009765625
274.87031057300493,6615.27587890625
290.1408833826163,6614.82421875
305.4114561922277,6614.39453125
320.6820290018391,6614.17431640625
335.9526018114505,6614.0126953125
351.22317462106184,6613.85107421875
366.49374743067324,6613.68896484375
381.76432024028463,6613.52734375
397.034893049896,6613.40234375
412.3054658595074,6613.388671875
427.5760386691188,6613.17919921875
442.84661147873015,6612.13818359375
458.11718428834155,6610.9169921875
473.38775709795294,6609.51513671875
488.65832990756434,6607.92529296875
503.92890271717573,6606.212890625
519.1994755267871,6604.455078125
534.4700483363985,6602.6767578125
549.7406211460099,6601.02685546875
565.0111939556213,6599.421875
580.2817667652326,6597.8623046875
595.552339574844,6596.5068359375
610.8229123844554,6595.19873046875
626.0934851940668,6593.93505859375
641.3640580036782,6592.8056640625
656.6346308132896,6593.21435546875
671.905203622901,6593.84912109375
687.1757764325123,6595.00830078125
702.4463492421237,6596.525390625
717.7169220517351,6598.3134765625
732.9874948613465,6600.373046875
748.2580676709579,6602.703125
763.5286404805693,6605.78076171875
778.7992132901807,6610.64501953125
794.069786099792,6616.99755859375
809.3403589094034,6623.7568359375
824.6109317190148,6630.9228515625
839.8815045286262,6638.49560546875
855.1520773382376,6646.47509765625
870.422650147849,6659.98486328125
885.6932229574603,6676.01708984375
900.9637957670717,6691.958984375
916.2343685766831,6707.81005859375
931.5049413862945,6723.5712890625
946.7755141959059,6739.24169921875
962.0460870055173,6754.7109375
977.3166598151287,6767.3759765625
992.5872326247401,6779.8642578125
1007.8578054343515,6792.80419921875
1023.1283782439629,6806.19580078125
1038.3989510535741,6820.0400390625
1053.6695238631855,6834.33544921875
1068.940096672797,6847.99755859375
1084.2106694824083,6861.11669921875
1099.4812422920197,6874.02587890625
1114.751815101631,6887.11572265625
1130.0223879112425,6900.38623046875
1145.292960720854,6913.83740234375
1160.5635335304653,6927.060546875
1175.8341063400767,6940.23095703125
1191.104679149688,6953.04345703125
1206.3752519592995,6965.49658203125
1221.6458247689109,6978.0859375
1236.9163975785223,6990.81005859375
1252.1869703881337,7003.49072265625
1267.457543197745,7015.76318359375
1282.7281160073564,7027.76416015625
1297.9986888169678,7039.33349609375
1313.2692616265792,7050.5244140625
1328.5398344361906,7061.625
1343.810407245802,7072.91064453125
1359.0809800554134,7085.66162109375
1374.3515528650246,7098.91015625
1389.622125674636,7112.6552734375
1404.8926984842474,7127.02001953125
1420.1632712938588,7141.7294921875
1435.4338441034702,7156.2578125
1450.7044169130816,7169.07861328125
1465.974989722693,7182.14306640625
1481.2455625323043,7195.5244140625
1496.5161353419157,7209.2216796875
1511.7867081515271,7223.11376953125
1527.0572809611385,7236.61181640625
1542.32785377075,7250.3369140625
1557.5984265803613,7264.26171875
1572.8689993899727,7278.322265625
1588.139572199584,7292.51806640625
1603.4101450091955,7306.849609375
1618.680717818807,7321.31396484375
1633.9512906284183,7336.26708984375
1649.2218634380297,7351.515625
1664.492436247641,7366.67431640625
1679.7630090572525,7381.7421875
1695.0335818668639,7396.7197265625
1710.3041546764753,7411.60693359375
1725.5747274860867,7426.267578125
1740.845300295698,7441.0986328125
1756.1158731053094,7456.169921875
1771.3864459149206,7471.46728515625
1786.657018724532,7486.99072265625
1801.9275915341434,7502.73974609375
1817.1981643437548,7518.81787109375
1832.4687371533662,7536.482421875
1847.7393099629776,7555.70263671875
1863.009882772589,7574.68603515625
1878.2804555822004,7593.126953125
1893.5510283918118,7611.02587890625
1908.8216012014232,7628.38232421875
1924.0921740110346,7648.88134765625
1939.362746820646,7668.98291015625
1954.6333196302573,7688.20703125
1969.9038924398687,7706.07666015625
1985.1744652494801,7722.455078125
2000.4450380590915,7737.341796875
2015.715610868703,7751.03271484375
2030.9861836783143,7763.638671875
2046.2567564879257,7775.0244140625
2061.527329297537,7790.45263671875
2076.7979021071483,7807.8251953125
2092.06847491676,7824.29345703125
2107.339047726371,7840.2333984375
2122.6096205359827,7855.99169921875
2137.880193345594,7871.0263671875
2153.1507661552055,7885.33837890625
2168.4213389648166,7902.41748046875
2183.6919117744283,7923.0537109375
2198.9624845840394,7945.02490234375
2214.233057393651,7970.48291015625
2229.503630203262,7997.43212890625
2244.774203012874,8025.873046875
2260.044775822485,8055.8056640625
2275.3153486320966,8087.34326171875
2290.585921441708,8119.978515625
2305.8564942513194,8154.66259765625
2321.1270670609306,8189.109375
2336.397639870542,8223.1943359375
2351.6682126801534,8256.91796875
2366.9387854897645,8290.279296875
2382.209358299376,8321.0712890625
2397.4799311089873,8345.998046875
2412.750503918599,8369.7333984375
2428.02107672821,8392.4296875
2443.2916495378217,8414.0869140625
2458.562222347433,8434.7041015625
2473.8327951570445,8454.28125
2489.1033679666557,8474.203125
2504.3739407762673,8496.638671875
2519.6445135858785,8519.119140625
2534.91508639549,8541.6455078125
2550.1856592051013,8564.216796875
2565.456232014713,8586.833984375
2580.726804824324,8609.2841796875
2595.9973776339357,8631.26953125
2611.267950443547,8653.5576171875
2626.5385232531585,8674.9873046875
2641.8090960627696,8695.55859375
2657.0796688723813,8715.2705078125
2672.3502416819924,8734.0830078125
2687.620814491604,8751.0703125
2702.891387301215,8767.2890625
2718.161960110827,8767.705078125
2733.432532920438,8767.62890625
2748.703105730049,8767.236328125
2763.973678539661,8766.52734375
2779.244251349272,8763.763671875
2794.5148241588836,8760.73828125
2809.7853969684948,8757.89453125
2825.0559697781064,8752.5234375
2840.3265425877175,8746.62109375
2855.597115397329,8740.537109375
2870.8676882069403,8732.9111328125
2886.138261016552,8725.453125
2901.408833826163,8719.44140625
2916.6794066357747,8714.876953125
2931.949979445386,8712.1259765625
2947.2205522549975,8709.6513671875
2962.4911250646087,8704.7724609375
2977.7616978742203,8696.5341796875
2993.0322706838315,8689.4716796875
3008.302843493443,8683.583984375
3023.5734163030543,8678.87109375
3038.843989112666,8673.55078125
3054.114561922277,8667.3076171875
3069.3851347318887,8657.8935546875
3084.6557075415,8649.791015625
3099.9262803511115,8642.9990234375
3115.1968531607226,8637.517578125
3130.467425970334,8633.3466796875
3145.7379987799454,8627.865234375
3161.0085715895566,8617.0966796875
3176.279144399168,8607.255859375
3191.5497172087794,8598.7255859375
3206.820290018391,8591.5068359375
3222.090862828002,8585.59765625
3237.361435637614,8581
3252.632008447225,8570.572265625
3267.9025812568366,8555.4931640625
3283.1731540664478,8542.9462890625
3298.4437268760594,8532.9287109375
3313.7142996856705,8525.443359375
3328.984872495282,8520.4892578125
3344.2554453048933,8517.2109375
3359.526018114505,8514.59375
3374.796590924116,8511.1669921875
3390.0671637337277,8509.095703125
3405.337736543339,8508.380859375
3420.6083093529505,8509.021484375
3435.8788821625617,8508.6611328125
3451.1494549721733,8503.6357421875
3466.4200277817845,8500.521484375
3481.690600591396,8495.46875
3496.9611734010073,8492.9013671875
3512.231746210619,8492.8203125
3527.50231902023,8494.982421875
3542.7728918298412,8489.0478515625
3558.043464639453,8485.146484375
3573.314037449064,8482.58984375
3588.5846102586756,8476.4755859375
3603.855183068287,8472.2138671875
3619.1257558778984,8469.8056640625
3634.3963286875096,8461.3701171875
3649.666901497121,8453.1318359375
3664.9374743067324,8447.1083984375
3680.208047116344,8443.2919921875
3695.478619925955,8437.0166015625
3710.749192735567,8433.408203125
3726.019765545178,8427.494140625
3741.2903383547896,8420.01171875
3756.5609111644007,8414.4736328125
3771.8314839740124,8410.8779296875
3787.1020567836235,8409.2265625
3802.372629593235,8404.8203125
3817.6432024028463,8399.4814453125
3832.913775212458,8391.2236328125
3848.184348022069,8385.3154296875
3863.4549208316807,8381.7578125
3878.725493641292,8380.5498046875
3893.9960664509035,8381.6923828125
3909.2666392605147,8378.08203125
3924.537212070126,8367.322265625
3939.8077848797375,8360.2685546875
3955.0783576893486,8356.921875
3970.3489304989603,8357.28125
3985.6195033085714,8361.3466796875
4000.890076118183,8369.1181640625
4016.160648927794,8367.5390625
4031.431221737406,8363.4736328125
4046.701794547017,8361.396484375
4061.9723673566286,8361.3095703125
4077.24294016624,8363.2099609375
4092.5135129758514,8367.099609375
4107.784085785463,8368.802734375
4123.054658595074,8366.787109375
4138.325231404686,8363.298828125
4153.595804214297,8361.5732421875
4168.866377023908,8361.611328125
4184.13694983352,8363.4111328125
4199.407522643131,8360.5966796875
4214.678095452742,8351.4931640625
4229.948668262354,8340.4599609375
4245.219241071965,8327.556640625
4260.489813881577,8316.640625
4275.760386691188,8307.71484375
4291.030959500799,8300.2275390625
4306.301532310411,8292.611328125
4321.572105120022,8286.44140625
4336.842677929633,8280.8369140625
4352.113250739245,8275.255859375
4367.3838235488565,8271.5283203125
4382.654396358467,8269.599609375
4397.924969168079,8264.7177734375
4413.1955419776905,8260.78515625
4428.466114787302,8257.8017578125
4443.736687596913,8253.7783203125
4459.007260406524,8244.58203125
4474.277833216136,8237.103515625
4489.548406025748,8225.66796875
4504.818978835358,8213.75
4520.08955164497,8202.7802734375
4535.360124454582,8192.759765625
4550.630697264193,8183.67626953125